,seller_id
46984,80
47012,1148
47016,1357
47092,4418
47366,13884
47381,14563
47413,15680
47414,15685
47737,25634
47788,27020
48215,37522
48296,39473
48347,40641
48432,42264
48511,44098
48520,44195
48696,47092
48715,47384
48781,48426
48821,48922
48850,49303
48851,49327
48912,50275
48995,51346
49052,52013
49075,52518
49145,53372
49167,53481
