,seller_id
41972,80
41973,84
42003,1148
42012,1357
42125,4418
42392,11481
42486,14563
42528,15680
42616,17901
42626,18360
42708,20545
42738,21299
42842,24208
42892,25634
42950,27022
43191,32153
43343,35014
43524,39473
43577,40641
43596,40910
43759,44098
43766,44195
43780,44355
43915,45962
44027,47384
44039,47542
44110,48330
44123,48447
44168,48862
44181,48971
44219,49303
44330,50275
44347,50342
44418,50661
