,seller_id
39375,80
39376,84
39406,1148
39516,4418
39782,11481
39860,14563
39902,15680
39916,16116
39990,17901
40000,18317
40063,20317
40223,24208
40281,25634
40343,27022
40437,29215
40600,32153
40668,33437
40785,35722
40825,36442
40894,38237
40998,40043
41036,40641
41058,40910
41244,44098
41251,44195
41378,45849
41390,45962
41434,46448
41488,47092
41522,47384
41626,48330
41645,48488
41680,48716
41706,48862
41730,48971
41773,49171
41799,49327
