,seller_id
44568,80
44569,84
44591,1148
44598,1357
44693,4418
44776,7078
45013,15680
45088,17901
45099,18317
45321,24898
45339,25634
45474,29215
45595,32153
45727,35014
45939,40641
46017,42153
46023,42264
46056,43073
46105,44098
46108,44195
46212,45962
46243,46448
46305,47384
46381,48447
46411,48795
46549,50342
46566,50496
46651,51346
46756,52013
