,selling_amount,step2,count
0,0,2,1
1,0,3,1
2,0,7,1
3,0,8,2
4,0,9,2
5,0,12,1
6,0,14,2
7,0,15,1
8,0,18,2
9,0,20,1
10,0,21,1
11,0,22,2
12,0,24,1
13,0,25,1
14,0,27,4
15,0,28,1
16,0,29,2
17,0,30,1
18,0,33,4
19,0,34,4
20,0,36,1
21,0,37,1
22,0,38,2
23,0,39,1
24,0,40,1
25,0,41,1
26,0,42,3
27,0,43,4
28,0,44,4
29,0,45,3
30,0,46,7
31,1,14,1
32,1,19,1
33,1,23,1
34,1,24,1
35,1,32,1
36,1,43,1
37,2,0,1
38,2,12,1
39,2,14,1
40,2,25,1
41,4,20,1
42,4,23,1
43,6,6,1
44,6,36,1
